Char : Freq_in_tokens : Freq_in_corpus
थऍ : 18 : 20
अऋ : 18 : 19
ऱआ : 18 : 20
मभ : 18 : 19
फढ : 18 : 20
फस : 18 : 22
उओ : 18 : 19
झझ : 17 : 66
छऊ : 17 : 57
खव : 17 : 41
जऔ : 17 : 40
ईछ : 17 : 37
लझ : 17 : 28
औव : 17 : 28
गझ : 17 : 20
घऋ : 16 : 120
अँथ : 16 : 47
डल : 16 : 35
अंछ : 16 : 47
हद : 16 : 51
इऍ : 16 : 30
आञ : 16 : 29
एऑ : 16 : 29
हन : 16 : 26
जम : 16 : 20
ऋच : 15 : 68
रऋ : 15 : 23
यऔ : 15 : 24
हत : 15 : 21
लर : 15 : 20
यऐ : 15 : 17
ऐड : 15 : 17
दन : 15 : 15
टल : 15 : 15
उछ : 14 : 122
डऔ : 14 : 51
अँद : 14 : 33
पफ : 14 : 22
ऋम : 14 : 19
हण : 14 : 19
कख : 14 : 19
ईढ : 14 : 17
मड : 14 : 20
अःत : 14 : 17
यऍ : 14 : 15
मत : 13 : 76
डढ : 13 : 22
एअः : 13 : 25
टऐ : 13 : 15
टठ : 13 : 22
औळ : 13 : 15
ऍय : 13 : 15
ऋर : 13 : 14
हज : 13 : 15
कब : 12 : 47
सज : 12 : 32
डव : 12 : 28
औब : 12 : 28
अंई : 12 : 23
नप : 12 : 19
अंञ : 12 : 21
उअँ : 12 : 19
णऔ : 12 : 19
ऍऍ : 12 : 13
थस : 12 : 15
अंऊ : 12 : 13
अँल : 12 : 13
अँत : 12 : 12
टच : 12 : 12
उऊ : 11 : 157
णह : 11 : 20
नल : 11 : 23
रढ : 11 : 17
अँज : 11 : 16
दस : 11 : 14
लन : 11 : 14
गब : 11 : 13
जन : 11 : 15
पव : 11 : 12
तल : 11 : 12
डच : 11 : 11
ऋऋ : 11 : 11
अंउ : 11 : 11
दब : 10 : 27
छव : 10 : 31
पझ : 10 : 17
ऋन : 10 : 12
डज : 10 : 12
ऌत : 10 : 11
कज : 10 : 10
यस : 10 : 10
ङक : 10 : 10
पक : 10 : 10
एअँ : 10 : 10
ऐह : 9 : 27
एछ : 9 : 28
मक : 9 : 18
ढढ : 9 : 18
ऊउ : 9 : 17
ऍह : 9 : 20
अःब : 9 : 16
मच : 9 : 13
ऐऱ : 9 : 12
धध : 9 : 11
शड : 9 : 11
नब : 9 : 10
अँव : 9 : 9
भऋ : 9 : 9
ऩअ : 9 : 9
धऔ : 9 : 9
ऐआ : 9 : 9
अँण : 9 : 9
टम : 9 : 9
औण : 8 : 52
णम : 8 : 27
ऑत : 8 : 21
अँझ : 8 : 17
णऑ : 8 : 23
झम : 8 : 14
ऑद : 8 : 10
वक : 8 : 10
ऎक : 8 : 10
ऱई : 8 : 10
डम : 8 : 12
ऊघ : 8 : 9
हल : 8 : 9
ऱए : 8 : 10
पड : 8 : 9
टप : 8 : 8
इई : 8 : 8
कऌ : 8 : 8
तफ : 8 : 8
ऊइ : 8 : 8
ञच : 8 : 8
ःअं : 7 : 57
लभ : 7 : 46
अःव : 7 : 39
डक : 7 : 24
टज : 7 : 18
पथ : 7 : 17
झन : 7 : 14
घऔ : 7 : 14
खम : 7 : 17
ऊछ : 7 : 15
आऑ : 7 : 8
ऐऐ : 7 : 8
तच : 7 : 8
एञ : 7 : 8
णत : 7 : 8
चड : 7 : 9
हव : 7 : 8
यत : 7 : 7
सग : 7 : 7
एऔ : 7 : 7
ऐझ : 7 : 7
ऍइ : 7 : 7
ऊऐ : 7 : 7
पम : 7 : 7
ऌष : 7 : 7
ऍत : 7 : 7
ईऊ : 7 : 7
ईऔ : 7 : 7
अःह : 6 : 89
षर : 6 : 35
लख : 6 : 19
झऐ : 6 : 15
गड : 6 : 12
इअँ : 6 : 10
टत : 6 : 9
ऐख : 6 : 8
बड : 6 : 7
ऎव : 6 : 8
ऍई : 6 : 7
डऐ : 6 : 7
यक : 6 : 6
वज : 6 : 6
ळऎ : 6 : 6
ऑए : 6 : 6
ऐण : 6 : 6
मव : 6 : 6
शब : 6 : 6
रङ : 6 : 6
मद : 6 : 6
झल : 6 : 6
अंष : 6 : 6
सश : 6 : 6
अःल : 5 : 323
षफ : 5 : 38
पच : 5 : 24
दऍ : 5 : 22
अँध : 5 : 13
अःम : 5 : 13
डथ : 5 : 11
शफ : 5 : 10
अःन : 5 : 8
अऩ : 5 : 7
झड : 5 : 8
ञइ : 5 : 7
ओअः : 5 : 6
टऔ : 5 : 6
ईअँ : 5 : 6
डग : 5 : 6
मग : 5 : 5
मध : 5 : 5
रळ : 5 : 5
तज : 5 : 5
ऒल : 5 : 5
हस : 5 : 5
नख : 5 : 5
एऍ : 5 : 5
ऋय : 5 : 5
बझ : 5 : 5
डत : 5 : 5
खऑ : 5 : 5
ऑउ : 5 : 5
डब : 5 : 5
अँफ : 5 : 5
ऐए : 5 : 5
अँअ : 5 : 5
ठव : 5 : 5
ळत : 5 : 5
षऔ : 5 : 5
छह : 5 : 5
खऔ : 5 : 5
इङ : 5 : 5
ऑभ : 5 : 5
गघ : 5 : 5
शग : 4 : 12
षऐ : 4 : 8
अँख : 4 : 12
अँछ : 4 : 10
ऍद : 4 : 6
धन : 4 : 6
ऐऑ : 4 : 6
गथ : 4 : 6
ऴअ : 4 : 6
औठ : 4 : 5
ऋछ : 4 : 5
कऒ : 4 : 5
जत : 4 : 5
अँई : 4 : 5
टन : 4 : 4
छय : 4 : 4
छछ : 4 : 4
झट : 4 : 4
हट : 4 : 4
गक : 4 : 4
यच : 4 : 4
मट : 4 : 4
ऌह : 4 : 4
उञ : 4 : 4
वड : 4 : 4
झव : 4 : 4
इञ : 4 : 4
औऐ : 4 : 4
ऑऑ : 4 : 4
मऌ : 4 : 4
ऴए : 4 : 4
रऒ : 4 : 4
डट : 4 : 4
ठल : 4 : 4
जच : 4 : 4
मज : 4 : 4
चश : 4 : 4
ळव : 4 : 4
डन : 4 : 4
फथ : 4 : 4
एङ : 4 : 4
ऊअः : 4 : 4
टफ : 4 : 4
यव : 3 : 10
णऐ : 3 : 10
झब : 3 : 8
अःभ : 3 : 6
फक : 3 : 6
लऎ : 3 : 5
पष : 3 : 6
शप : 3 : 5
धत : 3 : 4
औऊ : 3 : 5
गऌ : 3 : 4
इऴ : 3 : 4
आऋ : 3 : 5
यज : 3 : 4
दत : 3 : 4
वन : 3 : 4
ऒर : 3 : 4
ळऍ : 3 : 4
हक : 3 : 4
ऎन : 3 : 3
जस : 3 : 3
बऎ : 3 : 3
टब : 3 : 3
दच : 3 : 3
आऔ : 3 : 3
ळण : 3 : 3
उङ : 3 : 3
ईङ : 3 : 3
एऋ : 3 : 3
षव : 3 : 3
अःर : 3 : 3
शद : 3 : 3
ऎल : 3 : 3
ऐई : 3 : 3
टण : 3 : 3
झर : 3 : 3
थऔ : 3 : 3
दक : 3 : 3
ङए : 3 : 3
उऑ : 3 : 3
ऎत : 3 : 3
ढल : 3 : 3
पऎ : 3 : 3
तग : 3 : 3
ऑख : 3 : 3
ऩआ : 3 : 3
हढ : 3 : 3
दऑ : 3 : 3
ऋउ : 3 : 3
अँश : 3 : 3
डण : 3 : 3
टग : 3 : 3
ँअँ : 3 : 3
ऎअं : 3 : 3
ऎअ : 3 : 3
रऱ : 3 : 3
चव : 3 : 3
दऌ : 3 : 3
टऒ : 3 : 3
कग : 3 : 3
हछ : 3 : 3
चल : 3 : 3
धक : 3 : 3
वत : 3 : 3
भऑ : 3 : 3
फड : 3 : 3
ओछ : 3 : 3
गभ : 3 : 3
ऑह : 3 : 3
ञओ : 3 : 3
ऑघ : 3 : 3
ऊओ : 3 : 3
चप : 3 : 3
ऐइ : 3 : 3
फज : 3 : 3
ऍघ : 3 : 3
यल : 3 : 3
दज : 3 : 3
यम : 3 : 3
उऴ : 3 : 3
छत : 3 : 3
रऎ : 3 : 3
कफ : 2 : 35
गप : 2 : 33
ऐऋ : 2 : 23
लऋ : 2 : 17
शण : 2 : 10
झऔ : 2 : 8
लष : 2 : 8
रछ : 2 : 6
अँह : 2 : 6
डऒ : 2 : 5
जब : 2 : 5
लढ : 2 : 5
ऎट : 2 : 4
कद : 2 : 4
अःद : 2 : 4
बट : 2 : 3
ऑऊ : 2 : 3
सञ : 2 : 3
भच : 2 : 3
छच : 2 : 3
ठऔ : 2 : 3
तश : 2 : 3
ऎम : 2 : 3
कऎ : 2 : 3
वऔ : 2 : 3
अंओ : 2 : 2
ऎर : 2 : 2
ऊऩ : 2 : 2
दख : 2 : 2
वऌ : 2 : 2
अःज : 2 : 2
ठम : 2 : 2
ऋआ : 2 : 2
ळच : 2 : 2
हष : 2 : 2
ऎश : 2 : 2
ङख : 2 : 2
हऒ : 2 : 2
खश : 2 : 2
ऍए : 2 : 2
ऴऊ : 2 : 2
अऴ : 2 : 2
तह : 2 : 2
षत : 2 : 2
डझ : 2 : 2
षष : 2 : 2
ऑऍ : 2 : 2
ञज : 2 : 2
अःआ : 2 : 2
सठ : 2 : 2
षन : 2 : 2
ऐअः : 2 : 2
गत : 2 : 2
षभ : 2 : 2
यप : 2 : 2
सऌ : 2 : 2
आऴ : 2 : 2
इऐ : 2 : 2
नघ : 2 : 2
तऍ : 2 : 2
जक : 2 : 2
औछ : 2 : 2
ढच : 2 : 2
जह : 2 : 2
गह : 2 : 2
णस : 2 : 2
अंऍ : 2 : 2
टश : 2 : 2
ऒक : 2 : 2
गश : 2 : 2
हभ : 2 : 2
ईऍ : 2 : 2
एऩ : 2 : 2
ऑळ : 2 : 2
पग : 2 : 2
ऋल : 2 : 2
मङ : 2 : 2
षस : 2 : 2
ङघ : 2 : 2
ँअं : 2 : 2
बऒ : 2 : 2
ऋळ : 2 : 2
यऋ : 2 : 2
तट : 2 : 2
जल : 2 : 2
टऋ : 2 : 2
णच : 2 : 2
सष : 2 : 2
ऒत : 2 : 2
ऱओ : 2 : 2
फप : 2 : 2
खट : 2 : 2
शऋ : 2 : 2
हड : 2 : 2
यब : 2 : 2
हप : 2 : 2
पज : 2 : 2
ऋऊ : 2 : 2
ठर : 2 : 2
ऋए : 2 : 2
दश : 2 : 2
ओऍ : 2 : 2
ळख : 2 : 2
सह : 2 : 2
ळक : 2 : 2
णद : 2 : 2
घव : 2 : 2
अँङ : 2 : 2
ईञ : 2 : 2
औङ : 2 : 2
वब : 2 : 2
रञ : 2 : 2
थल : 2 : 2
वच : 2 : 2
ऒफ : 2 : 2
टऎ : 2 : 2
ःअः : 1 : 228
घऐ : 1 : 7
खस : 1 : 6
णज : 1 : 6
बन : 1 : 4
औआ : 1 : 3
चद : 1 : 3
ऩए : 1 : 3
ऑङ : 1 : 3
अऎ : 1 : 2
ऴई : 1 : 2
एऴ : 1 : 2
झज : 1 : 2
ळप : 1 : 2
ऐछ : 1 : 2
ऋझ : 1 : 2
ऍठ : 1 : 2
ओऴ : 1 : 2
ञउ : 1 : 2
बत : 1 : 2
मण : 1 : 1
अःए : 1 : 1
ऌक : 1 : 1
ईऋ : 1 : 1
बघ : 1 : 1
णग : 1 : 1
ऍङ : 1 : 1
नऎ : 1 : 1
गऎ : 1 : 1
यऒ : 1 : 1
ऎप : 1 : 1
अऒ : 1 : 1
ऒट : 1 : 1
अःय : 1 : 1
रअः : 1 : 1
शज : 1 : 1
ईऱ : 1 : 1
खप : 1 : 1
ठट : 1 : 1
ळऐ : 1 : 1
औझ : 1 : 1
टड : 1 : 1
षह : 1 : 1
वथ : 1 : 1
नभ : 1 : 1
यध : 1 : 1
घऍ : 1 : 1
ङअं : 1 : 1
ऑष : 1 : 1
ऍछ : 1 : 1
धऌ : 1 : 1
दप : 1 : 1
धल : 1 : 1
लध : 1 : 1
ऒग : 1 : 1
लऒ : 1 : 1
डद : 1 : 1
ऩव : 1 : 1
रठ : 1 : 1
वम : 1 : 1
ऊऴ : 1 : 1
अःई : 1 : 1
ऒड : 1 : 1
कळ : 1 : 1
ऎज : 1 : 1
ङय : 1 : 1
शभ : 1 : 1
उऐ : 1 : 1
ऌद : 1 : 1
हऌ : 1 : 1
छऔ : 1 : 1
फङ : 1 : 1
अँय : 1 : 1
अँओ : 1 : 1
अँए : 1 : 1
घट : 1 : 1
षघ : 1 : 1
थष : 1 : 1
अँभ : 1 : 1
ऋठ : 1 : 1
णक : 1 : 1
ऍउ : 1 : 1
ऑऐ : 1 : 1
णन : 1 : 1
खऍ : 1 : 1
ऩन : 1 : 1
चस : 1 : 1
ऌथ : 1 : 1
पऌ : 1 : 1
ऎआ : 1 : 1
उऎ : 1 : 1
णब : 1 : 1
तञ : 1 : 1
ऌण : 1 : 1
सध : 1 : 1
ऴआ : 1 : 1
ऑआ : 1 : 1
ऐळ : 1 : 1
ंअँ : 1 : 1
ऱउ : 1 : 1
ऐउ : 1 : 1
टख : 1 : 1
ऩश : 1 : 1
ढत : 1 : 1
शऩ : 1 : 1
ऎस : 1 : 1
खल : 1 : 1
अःथ : 1 : 1
ऍऩ : 1 : 1
मझ : 1 : 1
ऐघ : 1 : 1
णठ : 1 : 1
अःऐ : 1 : 1
ऋट : 1 : 1
ङन : 1 : 1
ङल : 1 : 1
जऋ : 1 : 1
शस : 1 : 1
कभ : 1 : 1
सङ : 1 : 1
हच : 1 : 1
ंअः : 1 : 1
ठप : 1 : 1
मऒ : 1 : 1
ऎब : 1 : 1
णऎ : 1 : 1
अंऋ : 1 : 1
षच : 1 : 1
थज : 1 : 1
ऋई : 1 : 1
चत : 1 : 1
तध : 1 : 1
भम : 1 : 1
तङ : 1 : 1
यष : 1 : 1
कढ : 1 : 1
बफ : 1 : 1
चह : 1 : 1
चज : 1 : 1
यथ : 1 : 1
ओअँ : 1 : 1
चट : 1 : 1
शऎ : 1 : 1
बक : 1 : 1
ऒळ : 1 : 1
इऒ : 1 : 1
डध : 1 : 1
जळ : 1 : 1
षग : 1 : 1
ऍष : 1 : 1
मश : 1 : 1
जभ : 1 : 1
णश : 1 : 1
ठच : 1 : 1
ञअं : 1 : 1
शठ : 1 : 1
ङई : 1 : 1
खभ : 1 : 1
शघ : 1 : 1
घश : 1 : 1
थघ : 1 : 1
झस : 1 : 1
वझ : 1 : 1
तभ : 1 : 1
औउ : 1 : 1
ऒब : 1 : 1
ञछ : 1 : 1
ऍध : 1 : 1
भप : 1 : 1
मघ : 1 : 1
ळग : 1 : 1
ढऐ : 1 : 1
ढव : 1 : 1
ळल : 1 : 1
यद : 1 : 1
चऋ : 1 : 1
घऑ : 1 : 1
वट : 1 : 1
भव : 1 : 1
णऍ : 1 : 1
वप : 1 : 1
अँऩ : 1 : 1
ऊऔ : 1 : 1
तब : 1 : 1
ओऐ : 1 : 1
लठ : 1 : 1
टद : 1 : 1
डश : 1 : 1
मऎ : 1 : 1
सछ : 1 : 1
ऐङ : 1 : 1
ङर : 1 : 1
लछ : 1 : 1
चऒ : 1 : 1
यह : 1 : 1
मख : 1 : 1
हऎ : 1 : 1
जझ : 1 : 1
लळ : 1 : 1
चम : 1 : 1
सद : 1 : 1
ठऐ : 1 : 1
आऎ : 1 : 1
बप : 1 : 1
जफ : 1 : 1
थन : 1 : 1
षऍ : 1 : 1
छऍ : 1 : 1
अँआ : 1 : 1
पण : 1 : 1
चभ : 1 : 1
ऑओ : 1 : 1
घछ : 1 : 1
ऋब : 1 : 1
औए : 1 : 1
ऐञ : 1 : 1
ढऍ : 1 : 1
दह : 1 : 1
पब : 1 : 1
नष : 1 : 1
तऒ : 1 : 1
ऒध : 1 : 1
तऑ : 1 : 1
भऍ : 1 : 1
गळ : 1 : 1
धह : 1 : 1
ऊऋ : 1 : 1
अंऱ : 1 : 1
अऄ : 1 : 1
छप : 1 : 1
ऌप : 1 : 1
झत : 1 : 1
बम : 1 : 1
चञ : 1 : 1
ङऊ : 1 : 1
ञञ : 1 : 1
ळह : 1 : 1
झक : 1 : 1
ठत : 1 : 1
सझ : 1 : 1
अँउ : 1 : 1
ळस : 1 : 1
भद : 1 : 1
धम : 1 : 1
णर : 1 : 1
कछ : 1 : 1
दफ : 1 : 1
अंऩ : 1 : 1
